prestador,sede_nombre anterior,sede_nombre actual,email,direccion,telefono,naju_nombre,grse_nombre,Especialidades
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,311 -ENDODONCIA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,320 -GINECOBSTETRICIA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,321 -HEMATOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,323 -INFECTOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,331 -NEUMOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,332 -NEUROLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,335 -OFTALMOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,340 -OTORRINOLARINGOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,342 -PEDIATRÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,343 -PERIODONCIA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,345 -PSIQUIATRÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,348 -REUMATOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,355 -UROLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,361 -CARDIOLOGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,363 -CIRUGÍA de MANO
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,366 -CIRUGÍA de TÓRAX
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,372 -CIRUGÍA VASCULAR
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,379 -GINECOLOGÍA ONCOLÓGICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,384 -NEFROLOGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,385 -NEONATOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,386 -NEUMOLOGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,387 -NEUROCIRUGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,388 -NEUROPEDIATRÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,396 -ODONTOPEDIATRÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,Unidad de Servicios de Salud Simón Bolívar,subrednorte@saludcapital.gov.co,CALLE 165 # 7 06,6718796,Pública,Urgencias,501 -SERVICIO de URGENCIAS
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,304 -CIRUGÍA GENERAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,308 -deRMATOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,320 -GINECOBSTETRICIA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,325 -MEDICINA FAMILIAR
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,329 -MEDICINA INTERNA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,340 -OTORRINOLARINGOLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,342 -PEDIATRÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,345 -PSIQUIATRÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD SUBA,Unidad de Servicios de Salud Suba,subrednorte@saludcapital.gov.co,CARRERA 92 Nº 147C-30,6621111 EXT:7000,Pública,Consulta Externa,355 -UROLOGÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD USAQUÉN,Unidad de Servicios de Salud Usaquén,subrednorte@saludcapital.gov.co,CRA 6 A # 119B-14,6583030,Pública,Consulta Externa,407 -MEDICINA deL TRABAJO y MEDICINA LABORAL
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD VERBENAL,Unidad de Servicios de Salud Verbenal,subrednorte@saludcapital.gov.co,CRA 18 A # 187-91,6672929,Pública,Consulta Externa,320 -GINECOBSTETRICIA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD VERBENAL,Unidad de Servicios de Salud Verbenal,subrednorte@saludcapital.gov.co,CRA 18 A # 187-91,6672929,Pública,Consulta Externa,325 -MEDICINA FAMILIAR
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD VERBENAL,Unidad de Servicios de Salud Verbenal,subrednorte@saludcapital.gov.co,CRA 18 A # 187-91,6672929,Pública,Consulta Externa,329 -MEDICINA INTERNA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD VERBENAL,Unidad de Servicios de Salud Verbenal,subrednorte@saludcapital.gov.co,CRA 18 A # 187-91,6672929,Pública,Consulta Externa,342 -PEDIATRÍA
Subred Integrada De Servicios De Salud Norte E.S.E,UNIDAD DE SERVICIOS DE SALUD VERBENAL,Unidad de Servicios de Salud Verbenal,subrednorte@saludcapital.gov.co,CRA 18 A # 187-91,6672929,Pública,Consulta Externa,345 -PSIQUIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Internación,101 -GENERAL ADULTOS
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Internación,103 -PSIQUIATRÍA O UNIDAD de SALUD MENTAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Internación,105 -CUIDADO INTERMEDIO NEONATAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Internación,107 -CUIDADO INTERMEDIO ADULTOS
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Internación,108 -CUIDADO INTENSIVO NEONATAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Internación,110 -CUIDADO INTENSIVO ADULTOS
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Internación,112 -OBSTETRICIA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Internación,120 -CUIDADO BÁSICO NEONATAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Quirúrgicos,203 -CIRUGÍA GENERAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Quirúrgicos,204 -CIRUGÍA GINECOLÓGICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Quirúrgicos,205 -CIRUGÍA MAXILOFACIAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Quirúrgicos,207 -CIRUGÍA ORTOPÉDICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Quirúrgicos,212 -CIRUGÍA PEDIÁTRICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Quirúrgicos,215 -CIRUGÍA UROLÓGICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Quirúrgicos,231 -CIRUGÍA de LA MANO
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Quirúrgicos,233 -CIRUGÍA deRMATOLÓGICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,301 -ANESTESIA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,304 -CIRUGÍA GENERAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,313 -ESTOMATOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,317 -GENÉTICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,320 -GINECOBSTETRICIA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,329 -MEDICINA INTERNA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,332 -NEUROLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,342 -PEDIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,345 -PSIQUIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,355 -UROLOGÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,368 -CIRUGÍA GINECOLÓGICA LAPAROSCÓPICA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,396 -ODONTOPEDIATRÍA
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
Subred Integrada De Servicios De Salud Centro Oriente E.S.E,UNIDAD DE SERVICIOS DE SALUD VICTORIA,Unidad de Servicios de Salud Victoria,subcentrooriente@saludcapital.gov.co,DIAGONAL 39 SUR NUMERO 3-20 ESTE,3725610,Pública,Urgencias,501 -SERVICIO de URGENCIAS
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,Unidad de Servicios de Salud Vista Hermosa,subredsur@saludcapital.gov.co,KR 18 C No. 66 A - 55 SUR,7300000 ext 2500 - 2000 -2501,Pública,Consulta Externa,304 -CIRUGÍA GENERAL
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,Unidad de Servicios de Salud Vista Hermosa,subredsur@saludcapital.gov.co,KR 18 C No. 66 A - 55 SUR,7300000 ext 2500 - 2000 -2501,Pública,Consulta Externa,311 -ENDODONCIA
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,Unidad de Servicios de Salud Vista Hermosa,subredsur@saludcapital.gov.co,KR 18 C No. 66 A - 55 SUR,7300000 ext 2500 - 2000 -2501,Pública,Consulta Externa,320 -GINECOBSTETRICIA
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,Unidad de Servicios de Salud Vista Hermosa,subredsur@saludcapital.gov.co,KR 18 C No. 66 A - 55 SUR,7300000 ext 2500 - 2000 -2501,Pública,Consulta Externa,329 -MEDICINA INTERNA
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,Unidad de Servicios de Salud Vista Hermosa,subredsur@saludcapital.gov.co,KR 18 C No. 66 A - 55 SUR,7300000 ext 2500 - 2000 -2501,Pública,Consulta Externa,342 -PEDIATRÍA
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,Unidad de Servicios de Salud Vista Hermosa,subredsur@saludcapital.gov.co,KR 18 C No. 66 A - 55 SUR,7300000 ext 2500 - 2000 -2501,Pública,Consulta Externa,396 -ODONTOPEDIATRÍA
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,Unidad de Servicios de Salud Vista Hermosa,subredsur@saludcapital.gov.co,KR 18 C No. 66 A - 55 SUR,7300000 ext 2500 - 2000 -2501,Pública,Consulta Externa,410 -CIRUGÍA ORAL
Subred Integrada De Servicios De Salud Sur E.S.E.,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,Unidad de Servicios de Salud Vista Hermosa,subredsur@saludcapital.gov.co,KR 18 C No. 66 A - 55 SUR,7300000 ext 2500 - 2000 -2501,Pública,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
Caja De Compensacion Familiar Compensar,UNIDAD DE SERVICIOS EAAB CENTRO NARIÑO,Unidad de Servicios Eaab Centro Nariño,abarragan@compensar.com,AK 36 No. 23 - 33,57 1 4285088,Privada,Consulta Externa,308 -deRMATOLOGÍA
Caja De Compensacion Familiar Compensar,UNIDAD DE SERVICIOS EAAB CENTRO NARIÑO,Unidad de Servicios Eaab Centro Nariño,abarragan@compensar.com,AK 36 No. 23 - 33,57 1 4285088,Privada,Consulta Externa,318 -GERIATRÍA
